"Date","Price","Open","High","Low","Vol.","Change %"
"08/23/2022","517.782","504.382","517.782","504.382","","2.66%"
"08/19/2022","504.382","498.700","504.382","498.700","","1.14%"
"08/18/2022","498.700","485.088","0.000","0.000","","-1.70%"
"08/17/2022","507.313","507.363","507.363","507.313","","5.99%"
"08/11/2022","478.636","458.365","478.636","458.365","","4.42%"
"08/03/2022","458.365","446.906","0.000","0.000","","17.07%"
"07/27/2022","391.534","381.745","391.534","391.534","","-14.58%"
"07/20/2022","458.365","391.534","458.365","391.534","","17.07%"
"07/14/2022","391.534","391.534","391.534","391.534","","0.00%"
"07/13/2022","391.534","391.534","391.534","391.534","","3.24%"
"07/07/2022","379.228","379.228","379.228","379.228","","3.54%"
"07/06/2022","366.269","366.269","366.269","366.269","","0.00%"
"06/29/2022","366.268","352.063","366.269","352.063","","-3.42%"
"06/23/2022","379.228","338.491","379.228","338.491","","12.03%"
"06/22/2022","338.492","338.492","338.492","338.492","","0.00%"
"06/15/2022","338.492","325.331","331.747","325.331","","4.05%"
"06/09/2022","325.331","325.331","325.331","325.331","","0.00%"
"06/08/2022","325.331","300.807","325.331","308.520","","11.84%"
"06/01/2022","290.888","290.888","290.888","290.888","","0.00%"
"05/26/2022","290.888","258.540","290.888","258.540","","12.51%"
"05/18/2022","258.540","173.268","258.540","173.268","","49.21%"
"05/11/2022","173.268","161.844","173.268","165.994","","8.74%"
"05/04/2022","159.348","159.348","159.348","159.348","","0.00%"
"04/27/2022","159.348","155.142","159.348","155.142","","6.08%"
"04/21/2022","150.216","150.216","150.216","150.216","","0.00%"
"04/13/2022","150.216","145.872","150.216","145.872","","2.98%"
"04/06/2022","145.872","142.424","145.872","142.424","","5.55%"
"03/30/2022","138.198","138.198","138.198","138.198","","0.00%"
"03/23/2022","138.198","134.082","138.198","134.082","","3.07%"
"03/16/2022","134.082","130.157","134.082","130.157","","3.02%"
"03/09/2022","130.157","127.486","130.157","127.486","","0.00%"
"03/02/2022","130.157","125.709","130.157","125.709","","4.95%"
"02/23/2022","124.019","117.505","124.019","120.517","","3.63%"
"02/16/2022","119.676","118.875","119.676","118.875","","2.59%"
"02/09/2022","116.650","116.650","116.650","116.650","","0.00%"
"02/02/2022","116.650","115.422","116.650","115.422","","1.06%"
"01/26/2022","115.422","115.422","115.422","115.422","","2.30%"
"01/19/2022","112.823","112.823","112.823","112.823","","3.83%"
"12/16/2021","108.665","108.665","108.665","108.665","","0.00%"
"12/15/2021","108.666","105.951","108.668","108.666","","0.00%"
"12/08/2021","108.666","105.690","108.666","105.690","","2.82%"
"12/02/2021","105.689","105.689","105.689","105.689","","0.00%"
"12/01/2021","105.690","105.668","105.690","105.668","","-0.01%"
"11/24/2021","105.696","103.054","105.696","105.696","","5.77%"
"11/17/2021","99.930","99.930","99.930","99.930","","0.00%"
"11/15/2021","99.930","98.982","99.930","98.982","","0.96%"
"11/03/2021","98.982","96.136","98.982","96.136","","1.90%"
"10/27/2021","97.136","97.136","97.136","97.136","","4.36%"
"10/20/2021","93.081","90.079","93.081","90.079","","3.33%"
"10/13/2021","90.079","88.553","90.079","88.553","","1.72%"
"10/06/2021","88.553","87.665","88.553","87.665","","1.01%"
"10/04/2021","87.665","86.927","87.665","86.927","","0.00%"
"09/29/2021","87.665","86.927","87.665","86.927","","0.85%"
"09/24/2021","86.927","85.829","86.927","85.829","","0.00%"
"09/22/2021","86.927","85.302","86.927","86.927","","0.73%"
"09/15/2021","86.301","86.301","86.301","86.301","","-1.13%"
"09/09/2021","87.291","86.982","87.291","86.982","","1.25%"
"09/08/2021","86.213","86.213","86.213","86.213","","-0.97%"
"09/03/2021","87.056","87.056","87.056","87.056","","0.08%"
"09/01/2021","86.982","86.055","87.057","85.980","","0.00%"
"08/26/2021","86.982","85.245","86.987","85.245","","1.25%"
"08/25/2021","85.908","85.908","85.908","85.908","","0.09%"
"08/24/2021","85.829","85.829","85.829","85.829","","0.00%"
"08/23/2021","85.829","85.902","85.902","85.902","","0.00%"
"08/18/2021","85.829","85.747","86.902","84.789","","0.10%"
"08/12/2021","85.747","85.729","85.747","84.718","","0.19%"
"08/04/2021","85.585","85.640","86.729","84.570","","-0.06%"
"07/28/2021","85.640","85.637","85.640","85.637","","0.00%"
"07/21/2021","85.637","85.510","85.637","85.510","","0.15%"
"07/14/2021","85.510","85.510","85.510","85.510","","0.00%"
"07/07/2021","85.510","85.423","85.510","85.423","","0.10%"
"06/30/2021","85.423","85.366","85.423","85.366","","0.07%"
"06/24/2021","85.366","85.366","85.366","85.366","","1.33%"
"06/22/2021","84.245","85.245","85.311","84.180","","-1.17%"
"06/16/2021","85.245","85.072","85.245","85.072","","0.20%"
"06/09/2021","85.072","84.765","85.072","84.765","","0.36%"
"06/02/2021","84.765","84.726","84.765","84.726","","0.05%"
"05/27/2021","84.726","84.649","84.726","84.649","","0.09%"
"05/19/2021","84.649","84.614","84.649","84.614","","0.04%"
"05/14/2021","84.614","84.614","84.614","84.614","","0.00%"
"05/12/2021","84.614","84.528","84.614","84.528","","-0.50%"
"05/11/2021","85.037","85.037","85.037","85.037","","0.10%"
"05/06/2021","84.951","84.926","84.951","84.926","","0.50%"
"05/05/2021","84.528","84.503","84.528","84.503","","0.03%"
"04/28/2021","84.503","84.483","84.503","84.483","","-0.50%"
"04/27/2021","84.926","84.530","84.926","84.530","","0.52%"
"04/21/2021","84.483","84.483","85.539","83.427","","0.00%"
"04/20/2021","84.483","84.483","84.483","84.483","","0.00%"
"04/14/2021","84.483","84.397","84.483","84.397","","0.10%"
"04/08/2021","84.397","84.397","84.397","84.397","","0.00%"
"04/07/2021","84.397","84.400","85.454","83.344","","0.00%"
"04/01/2021","84.400","84.366","84.510","84.120","","0.00%"
"03/31/2021","84.400","84.400","84.400","84.400","","0.33%"
"03/25/2021","84.120","84.120","84.120","84.120","","0.00%"
"03/24/2021","84.120","83.983","84.120","83.983","","0.16%"
"03/19/2021","83.983","83.983","83.983","83.983","","0.00%"
"03/17/2021","83.983","83.983","83.983","83.983","","0.00%"
"03/10/2021","83.983","83.889","84.193","83.725","","0.11%"
"03/09/2021","83.889","82.091","83.889","82.091","","0.00%"
"03/03/2021","83.889","83.889","83.889","83.887","","0.00%"
"02/26/2021","83.887","83.887","83.887","83.887","","0.00%"
"02/25/2021","83.887","83.372","83.887","83.372","","0.00%"
"02/24/2021","83.887","83.757","83.887","83.757","","0.15%"
"02/23/2021","83.757","83.757","83.757","83.757","","0.00%"
"02/22/2021","83.757","83.757","83.757","83.757","","0.00%"
"02/19/2021","83.757","83.757","83.757","83.757","","0.00%"
"02/18/2021","83.757","83.757","83.757","83.757","","0.00%"
"02/17/2021","83.757","83.372","83.757","83.372","","0.46%"
"02/16/2021","83.372","83.372","83.372","83.372","","0.00%"
"02/15/2021","83.372","83.372","83.372","83.372","","0.00%"
"02/12/2021","83.372","83.372","83.372","83.372","","0.00%"
"02/11/2021","83.372","83.372","83.372","83.372","","0.00%"
"02/10/2021","83.372","83.372","84.414","82.330","","0.00%"
"02/09/2021","83.372","83.346","83.372","83.346","","0.06%"
"02/08/2021","83.321","83.321","83.321","83.321","","-0.06%"
"02/05/2021","83.373","83.373","83.373","83.373","","0.00%"
"02/04/2021","83.373","83.373","83.373","83.373","","0.00%"
"02/03/2021","83.372","82.676","83.372","82.676","","-0.59%"
"02/02/2021","83.866","83.866","83.866","83.866","","0.00%"
"02/01/2021","83.866","83.866","83.866","83.866","","0.00%"
"01/29/2021","83.866","83.866","83.866","83.866","","1.44%"
"01/28/2021","82.676","82.676","82.676","82.676","","0.00%"
"01/27/2021","82.676","82.083","82.676","82.083","","0.72%"
"01/26/2021","82.083","82.083","82.083","82.083","","0.00%"
"01/25/2021","82.083","82.083","82.083","82.083","","0.00%"
"01/22/2021","82.083","82.083","82.083","82.083","","0.00%"
"01/21/2021","82.083","82.083","82.293","81.878","","-0.50%"
"01/20/2021","82.494","82.091","83.114","81.061","","0.49%"
"01/19/2021","82.091","82.091","82.297","81.886","","0.00%"
"01/18/2021","82.091","82.091","82.091","82.091","","0.00%"
"01/15/2021","82.091","82.091","82.091","82.091","","0.00%"
"01/14/2021","82.091","82.091","82.091","82.091","","0.00%"
"01/13/2021","82.091","81.787","82.091","81.787","","0.37%"
"01/12/2021","81.787","81.787","81.787","81.787","","0.00%"
"01/11/2021","81.787","81.787","81.787","81.787","","0.00%"
"01/08/2021","81.787","81.787","81.787","81.787","","0.00%"
"01/07/2021","81.787","81.787","81.787","81.787","","0.00%"
"01/06/2021","81.787","81.787","81.787","81.787","","0.00%"
"01/05/2021","81.787","81.787","81.787","81.787","","0.00%"
"01/04/2021","81.787","81.787","81.787","81.787","","0.00%"
"01/01/2021","81.787","81.787","81.787","81.787","","0.00%"
"12/31/2020","81.787","81.787","81.787","81.787","","0.00%"
"12/30/2020","81.787","81.787","81.787","81.787","","0.00%"
"12/29/2020","81.787","81.787","81.787","81.787","","0.00%"
"12/28/2020","81.787","81.787","81.787","81.787","","0.00%"
"12/25/2020","81.787","81.787","81.787","81.787","","0.00%"
"12/24/2020","81.787","81.787","81.787","81.787","","0.00%"
"12/23/2020","81.787","81.737","81.787","81.737","","-0.01%"
"12/22/2020","81.797","81.797","81.797","81.797","","0.00%"
"12/21/2020","81.797","81.797","81.797","81.797","","0.00%"
"12/18/2020","81.797","81.797","81.797","81.797","","0.00%"
"12/17/2020","81.797","81.797","81.797","81.797","","0.07%"
"12/16/2020","81.737","81.857","82.820","80.775","","-0.15%"
"12/15/2020","81.857","81.857","81.857","81.857","","0.00%"
"12/14/2020","81.857","81.857","81.857","81.857","","0.00%"
"12/11/2020","81.857","81.857","81.857","81.857","","0.00%"
"12/10/2020","81.857","81.867","82.890","80.844","","-0.55%"
"12/09/2020","82.314","82.518","82.518","82.312","","-0.32%"
"12/08/2020","82.582","82.582","82.582","82.582","","0.00%"
"12/07/2020","82.582","82.582","82.582","82.582","","0.00%"
"12/04/2020","82.582","82.582","82.582","82.582","","0.00%"
"12/03/2020","82.582","82.582","82.582","82.582","","0.00%"
"12/02/2020","82.582","81.815","82.590","81.815","","0.19%"
"12/01/2020","82.424","82.424","82.424","82.424","","0.00%"
"11/30/2020","82.424","82.424","82.424","82.424","","0.00%"
"11/27/2020","82.424","82.424","82.424","82.424","","0.00%"
"11/26/2020","82.424","82.633","82.833","82.073","","0.74%"
"11/25/2020","81.815","81.710","81.815","81.710","","0.13%"
"11/24/2020","81.710","81.710","81.710","81.710","","0.00%"
"11/23/2020","81.710","81.710","81.710","81.710","","0.00%"
"11/20/2020","81.710","81.710","81.710","81.710","","0.00%"
"11/19/2020","81.710","81.353","81.710","81.353","","0.00%"
"11/18/2020","81.710","81.674","81.710","81.674","","-1.07%"
"11/17/2020","82.592","82.592","82.592","82.592","","0.00%"
"11/16/2020","82.592","82.592","82.592","82.592","","0.00%"
"11/13/2020","82.592","82.592","82.592","82.592","","1.12%"
"11/12/2020","81.674","81.674","81.674","81.674","","0.00%"
"11/11/2020","81.674","81.674","81.674","81.674","","0.00%"
"11/10/2020","81.674","81.674","81.674","81.674","","0.00%"
"11/09/2020","81.674","81.674","81.674","81.674","","0.00%"
"11/06/2020","81.674","81.674","81.674","81.674","","0.00%"
"11/05/2020","81.674","81.674","81.674","81.674","","0.00%"
"11/04/2020","81.674","81.353","81.674","81.353","","0.39%"
"11/03/2020","81.353","81.353","81.353","81.353","","0.00%"
"11/02/2020","81.353","81.353","81.353","81.353","","0.00%"
"10/30/2020","81.353","81.353","81.353","81.353","","0.00%"
"10/29/2020","81.353","81.353","81.353","81.353","","0.00%"
"10/28/2020","81.353","81.350","81.353","81.350","","0.00%"
"10/27/2020","81.350","81.350","81.350","81.350","","0.00%"
"10/26/2020","81.350","81.350","81.350","81.350","","0.00%"
"10/23/2020","81.350","81.350","81.350","81.350","","0.00%"
"10/22/2020","81.350","81.350","81.350","81.350","","0.00%"
"10/21/2020","81.350","81.346","81.350","81.346","","0.01%"
"10/20/2020","81.346","81.346","81.346","81.346","","0.00%"
"10/19/2020","81.349","81.349","81.349","81.349","","0.00%"
"10/16/2020","81.346","81.346","81.346","81.346","","0.00%"
"10/15/2020","81.347","81.347","81.347","81.347","","0.00%"
"10/14/2020","81.346","81.349","82.364","80.330","","0.00%"
"10/13/2020","81.349","81.349","81.349","81.349","","0.00%"
"10/12/2020","81.349","81.349","81.349","81.349","","0.00%"
"10/09/2020","81.349","81.349","81.349","81.349","","0.00%"
"10/08/2020","81.349","81.349","81.349","81.349","","0.00%"
"10/07/2020","81.349","81.396","82.414","80.379","","-0.12%"
"10/06/2020","81.444","81.444","81.444","81.444","","0.00%"
"10/05/2020","81.444","81.444","81.444","81.444","","-0.03%"
"10/02/2020","81.470","81.470","81.470","81.470","","0.00%"
"10/01/2020","81.470","81.470","81.470","81.470","","0.03%"
"09/30/2020","81.444","81.496","82.489","80.452","","-0.06%"
"09/29/2020","81.496","81.496","81.496","81.496","","0.00%"
"09/28/2020","81.496","81.496","81.496","81.496","","0.00%"
"09/25/2020","81.496","81.496","81.496","81.496","","0.00%"
"09/24/2020","81.496","81.496","81.496","81.496","","0.00%"
"09/23/2020","81.496","81.602","82.623","80.583","","-0.26%"
"09/22/2020","81.708","81.708","81.708","81.708","","0.00%"
"09/21/2020","81.708","81.708","81.708","81.708","","0.00%"
"09/18/2020","81.708","81.708","81.708","81.708","","0.00%"
"09/17/2020","81.708","82.525","82.525","81.708","","0.00%"
"09/16/2020","81.708","82.699","83.237","81.182","","-1.20%"
"09/15/2020","82.699","82.699","82.699","82.699","","-1.23%"
"09/14/2020","83.733","82.699","83.887","82.699","","1.25%"
"09/11/2020","82.699","82.699","82.699","82.699","","0.00%"
"09/10/2020","82.699","82.699","82.699","82.699","","0.00%"
"09/09/2020","82.699","83.010","84.052","81.976","","-0.75%"
"09/08/2020","83.321","83.321","83.321","83.321","","0.00%"
"09/07/2020","83.321","83.321","83.321","83.321","","0.00%"
"09/04/2020","83.321","83.321","83.321","83.321","","0.00%"
"09/03/2020","83.321","83.321","83.321","83.321","","0.00%"
"09/02/2020","83.321","83.360","84.403","82.319","","-0.09%"
"09/01/2020","83.399","83.399","83.399","83.399","","0.00%"
"08/31/2020","83.399","83.399","83.608","83.191","","0.00%"
"08/28/2020","83.399","83.399","83.608","83.191","","0.00%"
"08/27/2020","83.399","83.399","83.399","83.399","","-1.23%"
"08/26/2020","84.442","82.918","84.442","82.918","","1.84%"
"08/25/2020","82.918","82.918","82.918","82.918","","0.00%"
"08/24/2020","82.918","82.918","82.918","82.918","","0.00%"
"08/21/2020","82.918","82.918","82.918","82.918","","0.00%"
"08/20/2020","82.918","82.918","82.918","82.918","","0.00%"
"08/19/2020","82.918","82.918","82.918","82.918","","0.43%"
"08/18/2020","82.561","82.561","82.561","82.561","","0.00%"
"08/17/2020","82.561","80.466","82.561","80.466","","0.00%"
"08/14/2020","82.561","80.466","82.561","80.466","","2.60%"
"08/13/2020","80.466","80.466","80.466","80.466","","0.00%"
"08/12/2020","80.466","80.466","80.466","80.466","","0.00%"
"08/11/2020","80.466","80.466","80.466","80.466","","0.00%"
"08/10/2020","80.466","80.466","80.466","80.466","","0.00%"
"08/07/2020","80.466","80.466","80.466","80.466","","0.00%"
"08/06/2020","80.466","80.466","80.466","80.466","","0.00%"
"08/05/2020","80.466","76.764","80.466","76.764","","4.83%"
"08/04/2020","76.760","76.760","76.760","76.760","","0.00%"
"08/03/2020","76.760","76.764","76.764","76.760","","-0.01%"
"07/31/2020","76.764","76.764","76.764","76.764","","0.00%"
"07/30/2020","76.764","76.764","76.764","76.764","","0.01%"
"07/29/2020","76.760","72.147","76.760","72.147","","6.39%"
"07/28/2020","72.147","72.147","72.147","72.147","","0.00%"
"07/27/2020","72.147","72.147","72.147","72.147","","0.00%"
"07/24/2020","72.147","72.147","72.147","72.147","","0.00%"
"07/23/2020","72.147","72.147","72.147","72.147","","0.00%"
"07/22/2020","72.147","68.888","72.147","68.888","","4.73%"
"07/21/2020","68.888","68.888","68.888","68.888","","0.00%"
"07/20/2020","68.888","68.888","68.888","68.888","","0.00%"
"07/17/2020","68.888","65.877","68.888","65.877","","0.00%"
"07/16/2020","68.888","68.888","68.888","68.888","","0.00%"
"07/15/2020","68.888","65.877","68.888","65.877","","4.57%"
"07/14/2020","65.877","65.877","65.877","65.877","","0.00%"
"07/13/2020","65.877","65.877","65.877","65.877","","0.00%"
"07/10/2020","65.877","65.877","65.877","65.877","","0.00%"
"07/09/2020","65.877","65.877","65.877","65.877","","0.00%"
"07/08/2020","65.877","63.744","65.877","63.744","","3.35%"
"07/07/2020","63.744","63.744","63.744","63.744","","0.00%"
"07/06/2020","63.744","63.744","63.744","63.744","","0.00%"
"07/03/2020","63.744","63.744","63.744","63.744","","0.00%"
"07/02/2020","63.744","63.744","63.744","63.744","","0.00%"
"07/01/2020","63.744","57.358","63.744","57.358","","11.13%"
"06/30/2020","57.358","57.358","57.358","57.358","","0.00%"
"06/29/2020","57.358","57.358","57.358","57.358","","0.00%"
"06/26/2020","57.358","57.358","57.358","57.358","","0.00%"
"06/25/2020","57.358","57.358","57.358","57.358","","0.00%"
"06/24/2020","57.358","25.000","57.358","24.900","","129.43%"
"06/23/2020","25.000","25.000","25.000","25.000","","0.00%"
"06/22/2020","25.000","25.000","25.000","25.000","","0.00%"
"06/19/2020","25.000","25.000","25.125","24.875","","0.00%"
"06/18/2020","25.000","25.000","25.125","24.875","","0.00%"
"06/17/2020","25.000","25.000","25.000","25.000","","0.00%"
"06/16/2020","25.000","25.000","25.125","24.875","","1.01%"
"06/15/2020","24.750","24.750","24.750","24.750","","0.00%"
"06/12/2020","24.750","25.000","25.000","24.750","","-1.00%"
"06/11/2020","25.000","25.000","25.125","24.875","","0.00%"
"06/10/2020","25.000","25.000","25.000","25.000","","0.00%"
"06/09/2020","25.000","25.000","25.000","25.000","","0.00%"
"06/08/2020","25.000","25.000","25.000","25.000","","0.00%"
"06/05/2020","25.000","25.000","25.000","25.000","","0.00%"
"06/04/2020","25.000","25.000","25.125","24.875","","0.00%"
"06/03/2020","25.000","25.000","25.000","25.000","","0.00%"
"06/02/2020","25.000","25.000","25.125","24.875","","0.00%"
"06/01/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/29/2020","25.000","25.000","25.125","24.875","","0.00%"
"05/28/2020","25.000","25.000","25.534","24.900","","0.00%"
"05/27/2020","25.000","25.000","25.534","24.875","","0.00%"
"05/26/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/25/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/22/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/21/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/20/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/19/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/18/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/15/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/14/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/13/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/12/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/11/2020","25.000","25.000","25.125","24.875","","0.00%"
"05/08/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/07/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/06/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/05/2020","25.000","25.000","25.125","24.875","","0.00%"
"05/04/2020","25.000","25.000","25.000","25.000","","0.00%"
"05/01/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/30/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/29/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/28/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/27/2020","25.000","25.000","25.125","24.875","","0.00%"
"04/24/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/23/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/22/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/21/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/20/2020","25.000","25.000","25.125","24.875","","0.00%"
"04/17/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/16/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/15/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/14/2020","25.000","25.000","25.125","24.875","","0.00%"
"04/13/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/10/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/09/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/08/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/07/2020","25.000","25.000","25.000","25.000","","0.00%"
"04/06/2020","25.000","25.000","25.375","24.625","","0.00%"
"04/03/2020","25.000","25.000","25.125","24.875","","-1.48%"
"04/02/2020","25.375","25.000","25.375","25.000","","1.50%"
"04/01/2020","25.000","25.000","25.000","25.000","","0.00%"
"03/31/2020","25.000","25.000","25.000","25.000","","0.00%"
"03/30/2020","25.000","25.000","25.000","25.000","","-1.48%"
"03/27/2020","25.375","26.119","26.845","24.272","","-5.10%"
"03/26/2020","26.739","25.882","27.007","25.336","","0.00%"
"03/25/2020","26.739","25.534","27.007","24.905","","1.58%"
"03/24/2020","26.324","25.215","26.750","24.904","","1.25%"
"03/23/2020","26.000","25.531","26.596","25.054","","1.26%"
"03/20/2020","25.676","25.063","25.821","24.327","","0.94%"
"03/19/2020","25.437","24.575","25.582","24.574","","1.43%"
"03/18/2020","25.079","24.326","25.079","23.494","","35.86%"
"03/17/2020","18.459","18.505","18.972","18.143","","0.17%"
"03/16/2020","18.428","18.399","18.659","18.121","","-0.09%"
"03/13/2020","18.445","18.381","18.629","18.082","","0.18%"
"03/12/2020","18.411","18.262","18.799","18.197","","0.82%"
"03/11/2020","18.262","18.223","18.761","18.177","","-0.03%"
"03/10/2020","18.268","18.188","18.480","17.811","","-0.71%"
"03/09/2020","18.399","17.581","18.416","17.581","","1.31%"
"03/06/2020","18.160","18.153","18.243","17.872","","0.25%"
"03/05/2020","18.115","18.073","18.341","18.073","","0.23%"
"03/04/2020","18.073","18.281","18.299","18.034","","-0.30%"
"03/03/2020","18.128","17.998","18.309","17.997","","0.23%"
"03/02/2020","18.088","18.191","18.223","17.959","","0.71%"
"02/28/2020","17.959","17.959","17.977","17.930","","0.13%"
"02/27/2020","17.937","17.915","18.161","17.915","","-1.01%"
"02/26/2020","18.119","18.096","18.119","17.606","","1.38%"
"02/25/2020","17.872","17.852","17.962","17.810","","-0.39%"
"02/24/2020","17.942","17.852","17.942","17.852","","0.74%"
"02/21/2020","17.810","17.810","17.810","17.810","","0.00%"
"02/20/2020","17.810","17.900","17.900","17.810","","-0.27%"
"02/19/2020","17.859","17.859","17.859","17.859","","0.13%"
"02/18/2020","17.836","17.836","17.836","17.836","","0.51%"
"02/17/2020","17.745","17.677","17.834","17.677","","-0.30%"
"02/14/2020","17.798","17.709","17.798","17.693","","0.69%"
"02/13/2020","17.677","17.677","17.765","17.608","","0.04%"
"02/12/2020","17.669","17.669","17.669","17.669","","0.00%"
"02/11/2020","17.669","17.581","17.669","17.581","","0.21%"
"02/10/2020","17.631","17.280","17.631","17.543","","0.39%"
"02/07/2020","17.562","17.562","17.562","17.562","","0.00%"
"02/06/2020","17.563","17.563","17.563","17.563","","0.17%"
"02/05/2020","17.533","17.445","17.533","17.445","","0.66%"
"02/04/2020","17.417","17.417","17.417","17.417","","0.12%"
"02/03/2020","17.397","17.397","17.397","17.397","","0.25%"
"01/31/2020","17.353","17.440","17.440","17.353","","0.24%"
"01/30/2020","17.311","17.311","17.311","17.311","","0.00%"
"01/29/2020","17.311","17.311","17.311","17.311","","-0.25%"
"01/28/2020","17.354","17.354","17.354","17.354","","0.00%"
"01/27/2020","17.354","17.354","17.354","17.354","","0.27%"
"01/24/2020","17.306","17.306","17.306","17.306","","0.00%"
"01/23/2020","17.306","17.220","17.306","17.220","","0.65%"
"01/22/2020","17.195","17.195","17.195","17.195","","0.13%"
"01/21/2020","17.173","17.173","17.173","17.173","","0.19%"
"01/20/2020","17.141","17.141","17.141","17.032","","0.24%"
